Date,Open,High,Low,Close,Adj Close,Volume
2010-04-26,107.66456604003906,107.66456604003906,107.66456604003906,107.66456604003906,90.20307159423828,0
2010-04-27,107.66456604003906,107.66456604003906,107.66456604003906,107.66456604003906,90.20307159423828,0
2010-04-28,101.89360046386719,101.89360046386719,100.99188232421875,100.99188232421875,84.61260223388672,222
2010-04-29,100.99188232421875,100.99188232421875,100.99188232421875,100.99188232421875,84.61260223388672,0
2010-04-30,100.99188232421875,100.99188232421875,100.99188232421875,100.99188232421875,84.61260223388672,0
2010-05-03,103.91343688964844,103.96753692626953,103.91343688964844,103.96753692626953,87.10562896728516,776
2010-05-04,99.26961517333984,99.26961517333984,99.18846130371094,99.18846130371094,83.1016616821289,222
2010-05-05,97.3399429321289,97.3399429321289,96.438232421875,96.438232421875,80.79747772216797,222
2010-05-06,96.03246307373047,96.03246307373047,95.98737335205078,95.98737335205078,80.41975402832031,555
2010-05-07,92.65103912353516,92.65103912353516,87.98918151855469,90.66726684570312,75.96246337890625,1109
2010-05-10,99.41388702392578,101.66816711425781,99.41388702392578,99.81965637207031,83.63050079345703,887
2010-05-11,99.85572814941406,100.99188232421875,99.85572814941406,100.99188232421875,84.61260223388672,444
2010-05-12,100.99188232421875,100.99188232421875,100.99188232421875,100.99188232421875,84.61260223388672,0
2010-05-13,103.697021484375,103.697021484375,102.34445190429688,102.34445190429688,85.74581146240234,333
2010-05-14,99.18846130371094,99.18846130371094,98.51217651367188,98.73760223388672,82.72393035888672,2883
2010-05-17,98.19657135009766,98.19657135009766,96.48331451416016,96.48331451416016,80.83523559570312,444
2010-05-18,96.48331451416016,96.48331451416016,96.48331451416016,96.48331451416016,80.83523559570312,333
2010-05-19,95.8070297241211,96.25788879394531,95.22091674804688,96.25788879394531,80.64640045166016,333
2010-05-20,91.7944107055664,91.7944107055664,91.7944107055664,91.7944107055664,76.90680694580078,222
2010-05-21,91.7944107055664,91.7944107055664,91.7944107055664,91.7944107055664,76.90680694580078,0
2010-05-24,91.7944107055664,91.7944107055664,91.7944107055664,91.7944107055664,76.90680694580078,0
2010-05-25,88.81875610351562,88.81875610351562,88.50315856933594,88.50315856933594,74.14933776855469,1220
2010-05-26,88.50315856933594,88.50315856933594,88.50315856933594,88.50315856933594,74.14933776855469,0
2010-05-27,88.50315856933594,88.50315856933594,88.50315856933594,88.50315856933594,74.14933776855469,0
2010-05-28,88.50315856933594,88.50315856933594,88.50315856933594,88.50315856933594,74.14933776855469,0
2010-06-01,95.76194763183594,95.76194763183594,95.58160400390625,95.58160400390625,80.07978820800781,222
2010-06-02,95.58160400390625,95.58160400390625,95.58160400390625,95.58160400390625,80.07978820800781,0
2010-06-03,95.58160400390625,95.58160400390625,95.58160400390625,95.58160400390625,80.07978820800781,0
2010-06-04,94.45446014404297,94.45446014404297,94.45446014404297,94.45446014404297,79.13544464111328,222
2010-06-07,93.28223419189453,93.28223419189453,93.28223419189453,93.28223419189453,78.1533432006836,222
2010-06-08,93.41749572753906,93.86834716796875,93.41749572753906,93.86834716796875,78.64439392089844,444
2010-06-09,96.75382995605469,97.29486083984375,96.75382995605469,97.29486083984375,81.51517486572266,34823
2010-06-10,99.97294616699219,99.97294616699219,99.86474609375,99.86474609375,83.66826629638672,51679
2010-06-11,100.44184112548828,100.44184112548828,100.31559753417969,100.31559753417969,84.04600524902344,100032
2010-06-14,101.05500793457031,101.05500793457031,101.05500793457031,101.05500793457031,84.66548156738281,222
2010-06-15,101.17222595214844,102.29936981201172,101.17222595214844,102.29936981201172,85.7080307006836,222
2010-06-16,102.29936981201172,102.29936981201172,102.29936981201172,102.29936981201172,85.7080307006836,0
2010-06-17,103.47159576416016,104.17493438720703,103.47159576416016,104.17493438720703,87.27941131591797,665
2010-06-18,104.17493438720703,104.17493438720703,104.17493438720703,104.17493438720703,87.27941131591797,0
2010-06-21,107.57439422607422,107.57439422607422,107.07844543457031,107.07844543457031,89.7120132446289,555
2010-06-22,105.04959106445312,105.04959106445312,105.00450897216797,105.00450897216797,87.97443389892578,222
2010-06-23,104.41839599609375,104.41839599609375,104.41839599609375,104.41839599609375,87.48336791992188,222
2010-06-24,103.12894439697266,103.12894439697266,101.93868255615234,101.93868255615234,85.40584564208984,887
2010-06-25,101.89360046386719,101.89360046386719,101.57799530029297,101.57799530029297,85.10365295410156,2440
2010-06-28,101.57799530029297,101.57799530029297,101.57799530029297,101.57799530029297,85.10365295410156,0
2010-06-29,101.57799530029297,101.57799530029297,101.57799530029297,101.57799530029297,85.10365295410156,0
2010-06-30,101.57799530029297,101.57799530029297,101.57799530029297,101.57799530029297,85.10365295410156,0
2010-07-01,95.13074493408203,95.71686553955078,95.13074493408203,95.71686553955078,80.19312286376953,222
2010-07-02,95.71686553955078,95.71686553955078,95.71686553955078,95.71686553955078,80.19312286376953,0
2010-07-06,99.90982818603516,99.90982818603516,99.90982818603516,99.90982818603516,83.70603942871094,222
2010-07-07,99.95491027832031,99.95491027832031,99.95491027832031,99.95491027832031,83.74381256103516,222
2010-07-08,99.95491027832031,99.95491027832031,99.95491027832031,99.95491027832031,83.74381256103516,0
2010-07-09,99.95491027832031,99.95491027832031,99.95491027832031,99.95491027832031,83.74381256103516,0
2010-07-12,99.95491027832031,99.95491027832031,99.95491027832031,99.95491027832031,83.74381256103516,0
